userName,score,at,content,ai_complaint_category
Gautam Singh,1,2026-02-18 07:57:38,Worst experience for long-term or inactive users. They charge you even if you have zero activity and then add 18% interest on those charges. Their support is robotic and has no empathy for people who genuinely forgot about an old account. Deleting the app is not enough they will keep charging you until you are in negative balance. Not recommended for beginners or casual investors.,GENERAL_INQUIRY
Dr Pratyush Shahi,1,2026-02-17 13:19:09,the worst platform for trading . (17/2/26) very poor experience with this app. too much glitch . 2-3 incidents of selling down of stocks by their own . must say Paytm money app experience is better & friendly anf ofc good for new users.,EXECUTION_SLIPPAGE
vishal Sharma,1,2026-02-17 10:39:02,Plsss updat this app becouse this app response very slow exact share price not shown plss work these problems,CHARTING_UI_GLITCH
Humish Kumarr,1,2026-02-16 19:35:44,"Whenever there is high trading volume in the market, Zerodha's app and website stop working. Because of this, customers are forced to book losses, while such problems don't occur with other brokers. It seems like an irresponsible company. For example, if the company requirement is a 10 Mbps line from the exchange but they are operating on only a 2 Mbps line, then at crucial times customers end up facing issues, which feels like cheating with customers. already sent mail to Zerodha support...",SYSTEM_STABILITY
Balaji,1,2026-02-16 17:12:29,They can't even resolve a simple fund related problem. Taking weeks,LEDGER_DISPUTE
Mahesh Patil,1,2026-02-16 10:19:51,"I am very frustrated with Zerodha. Due to repeated app glitches, I have suffered financial losses4–5 times early and today the same issue happened again.During crucial trading moments, the app lagged or failed to execute orders properly, which directly impacted my trades. In the stock market, even a few seconds matter, and such technical failures are unacceptable from a leading brokerage platform. Users trust Zerodha with their investments, and these recurring issues seriously affect that trust",EXECUTION_SLIPPAGE
Sri Jee,1,2026-02-15 17:21:15,waste application many times tried to sign up but always getting error and again from.starting need to start everything.,KYC_ONBOARDING_EFFICIENCY
Aliul Khan,1,2026-02-13 22:07:25,You claim to be number one brokrage in India so kindly request to you to start buy/sell option in stock option in market order.,EXECUTION_SLIPPAGE
Yatin Weling,1,2026-02-13 13:21:57,This app takes hidden charges and penalties without informing. Please be careful. I am already in problem.,LEDGER_DISPUTE
Sagar Sharma,1,2026-02-12 13:56:04,bhai sare broker chor k. zerodha pe aaya. lekin ye bhi wesa he hai jese sab hai. position katne k liye lagao to selling dikha raha hai aur margin maang raha hai. aur again feer wahin se exit karo to kai baar ho raha hai kai baar cancel kar k position exit ki jagah sell kar raha hai. lose ho gya. bekar broker hai.,EXECUTION_SLIPPAGE
Parag Khadke,1,2026-02-12 13:17:37,"Charts freeze randomly, UI becomes unresponsive, and timeframe/menu options stop working during live trading. Device and internet are fine. Other broker apps work perfectly. Not reliable for active traders.",SYSTEM_STABILITY
jayesh shahane,1,2026-02-12 11:46:40,worst trading app. orders are not executed realtime. lots of glitches and hangs multiple times.,EXECUTION_SLIPPAGE
Muthuram (KIT_2_0535),1,2026-02-12 10:17:42,very worst app ts not user friendly and lose money . I sold my stock but app it's not sold,EXECUTION_SLIPPAGE
Praveen Reddy,1,2026-02-12 07:01:02,"Not every feature is built in a single app, it forces you to install multiple external apps.",CHARTING_UI_GLITCH
Balaji Pokalwar,1,2026-02-11 14:26:30,I am 6 day try my app and trade but not solve my id active nse segment,KYC_ONBOARDING_EFFICIENCY
Sumit T,1,2026-02-11 10:23:51,"Day by day founders are running behind profit and degrading product quality. Coin: often you will see wrong total or missin mf details specially when you have active order Kite: news and stock detail section no more works Support: no call support, ticket based support has got no sla and takes days to get first revert. Usability: zerodha has paused my trading multiple time due to various things like kyc or poa whereas the issues and they have taken more than 3-4d GROWw up zerodha",SYSTEM_STABILITY
ShivOm Bhatt,1,2026-02-11 10:01:44,this is good but it should allow multiple accounts to add in app,GENERAL_INQUIRY
Sanyog JC,1,2026-02-11 09:33:51,"app not working correctly, when I open chart on this app it's not loading at all",CHARTING_UI_GLITCH
Vijay Yadav,1,2026-02-10 21:49:36,"My holdings show as zero on the main dashboard, but they are correctly visible in the console. There is a serious mismatch between backend data and frontend display. Please resolve this urgently as it affects portfolio accuracy. This bug can easily mislead users into thinking their funds are lost. The app feels unreliable and needs immediate fixing. For a financial app, such basic issues are unacceptable.",CHARTING_UI_GLITCH
Milan Gondaliya,1,2026-02-10 18:42:34,zerodha day by day lost customer satisfaction.. because zerodha's chart not customer friendly...I rise ticket so many times but not solved problem... always gave AI based answer... don't open account with zerodha..if still you want to open account take headache pill in pocket...their is a no minus star system otherwise I will give minus...I am writing my experience which I faced on laptop on zerodha web,CHARTING_UI_GLITCH
Ashish Kumar,1,2026-02-10 18:27:46,There are so many problems on UI And Mainly On Charts When We Analyse 2-3 stocks with Multiple time frame the time frame sucks,CHARTING_UI_GLITCH
Narayana Perumal,1,2026-02-10 08:12:49,"It’s completely buggy. Whenever I try to buy or sell, I keep getting errors every time, so I’m unable to make my own buy or sell decisions.",EXECUTION_SLIPPAGE
A Google user,1,2026-02-09 17:53:52,When will 1 tap scalping buy call up buy down put come?,GENERAL_INQUIRY
P.k. Rajput,1,2026-02-09 15:42:10,"bekar aap ,agar aap 3:20 share nhi bech paye to ye log bahut loss karate hai ,sab farji hai dur rho en logon se",EXECUTION_SLIPPAGE
Pradeep Kumar Bhatt,1,2026-02-09 13:16:34,I think more update to app more clear more easy and more attractive like,GENERAL_INQUIRY
Sachin Dhoot,1,2026-02-09 13:02:14,Infinity page transition swipe is a mess. Reverse this change immediately. I have all my important scrips and traded scrips on the first page. Now it is difficult to go and stop at first page in emergency. One more hurried swipe and you are at last page!! Total mess.,CHARTING_UI_GLITCH
Harshal Koli,2,2026-06-16 11:16:12,"kite is best but please add instant sl & target drag and drop on same option chart it will help for scalpers like me, if you add this feature then I don't need to switch platform",GENERAL_INQUIRY
Raman Kumar,2,2026-06-12 10:29:32,wrong update regarding previous closing of tata steel reporting on 12 jun 26 10:29 AM,CHARTING_UI_GLITCH
R V,2,2026-06-12 09:54:45,Why is this logout problem happening only to me? I'm getting frustrated having to login again and again.,LOGIN_AND_2FA_ISSUE
Paramita Das Bose,2,2026-06-10 13:50:48,"Extremely frustrated with Kite. Today, I tried placing a stop-loss for 2,000 shares, but the app repeatedly gave an ""insufficient funds"" error despite having ample funds. It also claimed I had an ""open order,"" which was false. Such technical glitches are unacceptable, causing me serious monetary and psychological stress. As a platform charging high brokerage, Zerodha must provide a stable environment. The technical team needs to fix this urgently. My trading should not be compromised.",EXECUTION_SLIPPAGE
Shailendar Singh Tomar,2,2026-06-07 23:13:09,"is there is any policy of yours, if trading account balance is zero, you cannot see the charts, if yes, kindly confirm, if NO kindly rectify this issue",CHARTING_UI_GLITCH
Kunal Mehta,2,2026-06-04 23:04:31,"Charts are not getting loaded since past 2 days. My app and Mobile, both are updated with the latest versions. you came in as a gamechanger and remain to be the one through all your research and developments and tie ups.",CHARTING_UI_GLITCH
Azaj Nandoliya,2,2026-06-04 22:27:41,"I am using this apk. and it is absolutely best brokerage apk. but i has not good functions specially in charts, every time I have to switch to other apk for analysing charts and also there is very poor and less function on charts otherwise apk is very good and clean interface attract me every time.",CHARTING_UI_GLITCH
Nandan Vasista,2,2026-06-04 19:40:59,"need better analytics and dashboard. Give users access to categorise stocks. Console UI needs a major upgrade. analytics provided by tickerTape needs to be in the main page next to ticker.Need information like avg PE of portfolio, alpha,beta, sharpe ratio , current peg , forward pe , forward peg",GENERAL_INQUIRY
Shailesh Malani,2,2026-06-04 15:27:42,BSE and MCX stock futures and options doesn't show. Previously had mentioned about drawings disappearing by next day but now all seems to be fine. Thanks.,CHARTING_UI_GLITCH
Shaun Michael,2,2026-06-04 02:14:08,"Doesn't show MCX & BSE stock futures & options strikes to buy, has been for the longest of time",CHARTING_UI_GLITCH
Narendra Bhadani,2,2026-06-02 19:02:01,holding ke liye accha nahi hai bahut AMC lag jata hai ab shoonay me sift ho jayge waha AMC nahi lagta hai,LEDGER_DISPUTE
Sony Sharma,2,2026-05-30 13:55:22,hidden charges are very high & now this app make a fraud lot of profit of intraday & delevery iam not received.specialy at weekend trading in friday we make a profit but the profit not received till monday. am contact to support portal they are saying your all fund & profit whatever are total settled but still am not received. so this app make fool & profit complete show in segment. but not received in fund. how can we are trusted this app,LEDGER_DISPUTE
Soniya Motwani,2,2026-05-22 11:14:53,"Late and slow ,Proformance is lacking compair to earlier zerodha,Need to improve",GENERAL_INQUIRY
Telugu Soyagaalu,2,2026-05-16 10:19:33,App seems good for watch list but lagging happens when sell and buy in particular intraday by this loosing money and same time some stocks synchronisation not happen just example NEULANDLAB i hold this stock in intraday no sync happening time time to before setting stop loss it gone below 50 points I lost money Rs 2500 .. and same day one more stock sans experience with out my interaction i lost money 5000 one day ... In market maximum app like this because of this brokera app loosing money,EXECUTION_SLIPPAGE
Snehil Karwade,2,2026-05-15 09:38:24,"if you do option trading then don't download and trade in this app. It difficult to purchase call and put at market price. Every time you have to set limit to buy or sell, trade is not executed at market price. If you need simple interface then go with other app. Just buy and sell at simple click. In market rush condition like budget, election result it always crash. trade was not executed at that time. If you call then they said server issue. I suggest go with other app.",EXECUTION_SLIPPAGE
Speed Ace,2,2026-05-13 22:58:56,"The app is not at all in android sorry to say yours competitors like fyers and dhan etc have better features and trade excauation features and have better ui and friendly ui to understand the market but the zerodha is lacking and customer service don't listen the feedback, app also looked so messed up , can't even trade in chart till now.",SYSTEM_STABILITY
BDJS,2,2026-04-29 11:01:57,"The Basic feature is Missing in Zerodha, They Don't Have Limit Buy Stoploss Order. Which almost all other demat accounts have. They Couldn't even give me A Good reason for not having it yet on their platform.",EXECUTION_SLIPPAGE
yashoda v,2,2026-04-29 09:15:05,Old version is good not able to see time on top of screen and indices in portfolio at the same time,CHARTING_UI_GLITCH
Anil Parwani,2,2026-04-28 17:17:29,The price triggers have serious issues. Not at all happy with the stop loss and stop limit triggers. The trigger price surpasses and the order is not activated. This has happened many times with me resulting in risks related to losses.,EXECUTION_SLIPPAGE
Prashant Sanghavi,2,2026-04-22 18:51:40,"there is a glitch in applying indicators to the app chart. after some time or if we reopen another chart , the indicators or lines marked vanish out. i have to again deploy the same parameters.",CHARTING_UI_GLITCH
Jagdip Singh,2,2026-04-21 20:19:25,Dhan and Angel me Nifty fifty ka volume aata hai. Zerodha me kio nahi? Sara khel volume ka hai,EXECUTION_SLIPPAGE
Jatin Mahajan,2,2026-04-20 15:51:39,when we take call or put at that time why is CE or PE is not written after the price.. so that people might make mistakes taking put instead of call and lose more money?,CHARTING_UI_GLITCH
Mahendra Pratap Singh,2,2026-04-20 12:04:52,I request Option Scalper in Kite so that trading without a desktop is possible. switching between screens and single layout is the biggest hindrance gorw up kiye developers why are you gys very lethargic to changes,GENERAL_INQUIRY
Shukrit,2,2026-04-17 13:27:54,"Trailing SLM manually in F&O is a big issue, Price will cross SL before placing in high volatility , No TFC, No dual chart, No TPSL option, sometimes tview chart and chart iq candles are different, Save tview chart layout in web lost after logout, web and app chart setting syncing properly, Now kite web for mobile also not fitting in screen properly. Entry and Exit timing is pathetic because of that. Not built for option intraday. Zerodha only focusing on desktop users.",CHARTING_UI_GLITCH
Yash Patel,2,2026-04-16 09:34:01,Web terminal is lagging too much in market hours . Lagging only in Market hours after market it works smoothly but what to do then after market closing unable to trade then . It is getting to disgusting day by day one of best and easy to use broker is getting worse day by day . It's time to change I think 😑,SYSTEM_STABILITY
Sobin,2,2026-04-16 01:24:49,The recent update of Grouping watchlists made the UI worse. Now the UI doesn't look good at all.,CHARTING_UI_GLITCH
Jayesh Patel,2,2026-04-14 05:36:35,Exit position should be one click just like enter position. Please change it quickly because it causes loss in option trade.,EXECUTION_SLIPPAGE
Probin Boro,2,2026-04-12 09:58:05,Increasing brokerage is a download fall for this broker.,GENERAL_INQUIRY
Donotify,2,2026-04-12 07:51:00,"charts experience is pathetic, as a trader i choose dhan broker. don't ask me to explain everything you guys know better about your old age product.",CHARTING_UI_GLITCH
Prasenjit Sarkar,2,2026-04-12 03:37:52,"very outdated app according to others. where others competitor adding trader friendly features, zerodha still using old. that's the reason I don't use it for trading. you should follow fyers they at least know what features for a trader needs",GENERAL_INQUIRY
Sumit,2,2026-04-10 12:36:57,"very slow and glitches apk, not upgrading smooth functioning",CHARTING_UI_GLITCH
SHIVDANI KUMAR,2,2026-04-10 11:26:20,multiple chart option is not available on mobile devices app .,CHARTING_UI_GLITCH
Anurag,2,2026-04-09 06:16:01,"Zerodha Chart auto shrinkage problem when market open 800 gapup or down, when fast move happens in market many time candle of 1,2,3,5 doesn't appear properly, once you open your Back date chart and switch with other mobile apps it'll show you current Chart and doesn't stay that Previous opened chart huge problems coming in zerodha but team doing nothing,",CHARTING_UI_GLITCH
prajit ravindran,2,2026-04-06 10:33:27,New update doesn't show a day's change in percent and only shows overall profit or loss percentage on the holdings screen. please don't change the interface every fortnight. Kite mobile web interface holding screen I mean.,CHARTING_UI_GLITCH
ANIMESH SHARMA,2,2026-04-02 11:39:38,extra service charges add in account and annual maintenance,LEDGER_DISPUTE
shrikant mundra,2,2026-03-29 12:03:08,"I hv been using this platform for many years, but nowadays I am regular user, there must be some improvements like, top gainers and losers, in Trailing Stoploss why there is no options that TSL increases as premium increases, many times while changing SL in GTT I loose profits. In Angel One jump option is there in TSL, as the premium increses TSL also increases. Many times charts doesn't work properly. No Internet Connection shows while phone is well connected",CHARTING_UI_GLITCH
Vivek Jhajhria,2,2026-03-29 11:16:58,"I am quite disappointed with this application due to the absence of essential trading features such as integrated chart trading and heatmaps. These are fundamental tools for any serious trader. I was previously using Zerodha Kite; however, I had to discontinue its use as it offers relatively limited features compared to several other brokers that provide a more comprehensive trading experience.",CHARTING_UI_GLITCH
Srinivas Cenu,2,2026-03-25 05:53:55,YESTERDAY I TRIED TO EXIT ORDER.IT WAS LOADING AND IT TAKES 1 MIN TO EXIT. I GOT 2500/- LOSS IN 1 MIN. BECAUSE OF STUPID LOADING.,EXECUTION_SLIPPAGE
PRITAM BANERJEE,2,2026-03-24 19:56:03,yearly time frame ko insert kijiye aur sl ko screen pe use krne ka feature,CHARTING_UI_GLITCH
Rizwan Sheikh,2,2026-03-23 08:52:29,"there is a problem in app when I draw trend line ,support , resistance after 6to 7 day it's automatically remove how can solve that in watchlist I have 100 stock when I draw trend line it's removed it's very headache to again draw",CHARTING_UI_GLITCH
Anirban Mondal,2,2026-03-21 22:44:23,brokerage charges are higher than what was promised.,GENERAL_INQUIRY
ravindra pareek,2,2026-03-21 20:34:19,रिटेल इन्वेस्टर्स के लिए एसएलबीएम शुरू नहीं करना बहुत ही अफसोस जनक है जरोदा के बाद में आने वाले प्लेटफार्म जैसे धन ने एसएलबीएम कभी से स्टार्ट कर दिया है बहुत पुराना प्लेटफार्म होने के बावजूद भी हम जरोदा से स्टॉक लैंड पर नहीं दे सकते हैं हो सकता है बड़े इनवर्टर कर सकते हो लेकिन रिटेलर्स के लिए तो zerodha ने कुछ किया ही नहीं अब होता यह है कि हमें जरोदा के प्लेटफार्म से स्टॉक को ट्रांसफर करना पड़ता है दूसरे प्लेटफार्मपर,GENERAL_INQUIRY
Prashant Kumar,2,2026-03-18 06:58:58,I don't get the template in the queue and sometimes I have to face login problem. UI should improve in zerodha.,LOGIN_AND_2FA_ISSUE
Pankaj Zambare,2,2026-03-16 13:08:36,F&O prices too high also many stock options not available. stock events alerts too late after prices goes too high.,EXECUTION_SLIPPAGE
Amit Jain,2,2026-03-14 23:44:49,Very simple application n very older type interface no notification of news no notification on block deal only corporate notification is available for this we have to search another app for notification block deal news and everything so have to maintain another app for this facility other app give first news then market react and zero the user market react then they get a news 😂 please be request to you to update your app n your app interface if very boring spend money to upgrade your app plz,GENERAL_INQUIRY
NPJ,2,2026-03-14 23:31:16,"Kite app is good overall specially it's simple and Elegant looks. but, it can be a perfect if zerodha adds Directly Trade on Chart feature. I don't know why zerodha is not giving such useful feture while almost every broking company is providing and gaining their userbase. Atleast give an option to traders so they can enable who is willing to use it.hope zerodha will take it as a important feedback.",GENERAL_INQUIRY
MADHU M,2,2026-03-14 14:06:35,zerodha is good . then why suddenly send message advance tax and create confusions ? We are anyway paying yearly tax !,LEDGER_DISPUTE
Puneet Srivastava,2,2026-03-13 20:20:09,"Dear Developer, please update the Sell and buy option on the chart. Scalper mode like other app. So that we see Easily profit and loss and Quick exit. thank you.",GENERAL_INQUIRY
S dhaker,2,2026-03-13 13:08:08,This update is so not user friendly....and there is no UC LC data visible in any stock....,CHARTING_UI_GLITCH
Samir Serasiya,2,2026-03-12 09:07:29,"New watchlist experience is horrible, bring back the old one",GENERAL_INQUIRY
Vivek Nagarajan,2,2026-03-12 01:10:25,"I tried intraday equity , after bought two sell order placed, one for SL and another for Target after one executed, other one won't cancel automatically, due to that accidentally it sold at wrong price, I know GTT and OCO but within that if I place 2 order, one only has to execute,other one should cancel automatically kidlndly build this feature, bcoz of this my lot of friends suggesting other platforms.",EXECUTION_SLIPPAGE
R,2,2026-03-11 15:08:24,Automatic trailing Stop loss should be introduced 🙏🏻,GENERAL_INQUIRY
Gaurav Kumar,2,2026-03-11 13:29:36,work on your secondary account wherein the stocks disappear again and again. Also cannot watch real time data.,SYSTEM_STABILITY
Adil Ali,2,2026-03-10 13:57:50,Why did you made the WatchList tabs doing infinite scroll? It creates unnecessary confusion. Bad UX!,GENERAL_INQUIRY
Inesh Shukla,2,2026-03-10 11:35:50,zerodha is not showing tradingview chart for demo users,CHARTING_UI_GLITCH
Shiv Sharmaa,2,2026-03-10 07:55:17,after recent updates chart setting change every time even we saved as default view. pls resolve this,CHARTING_UI_GLITCH
Bhushan Dobhada,2,2026-03-09 17:17:07,"Zerodha should make their app like other companies."" Needs to update its app and add features like other companies."" Upstox ,Angel one, and icici direct Zerodha should make its app more user-friendly.""",GENERAL_INQUIRY
karan kumar,2,2026-03-09 10:22:05,order page of new interface is not convenient. old version 3.5.7 was the best in every way.,CHARTING_UI_GLITCH
Ronit,2,2026-03-08 11:10:24,"Very bad search integration. We have to type full stocks name then only we can get it, many times it does not appear even after we type it right so we are unable to buy them and we lose the trade, In terms of search section groww is best if we type an incorrect spelling or something that matches to stocks name all matching stocks appear, if possible then please add one more feature like drag stoploss and target on the screen after we punch a trade ,like coin dcx do...",EXECUTION_SLIPPAGE
Unique Creator Anytime,2,2026-03-07 23:16:41,please ad gainers and loser stock nifty50 stock separated features in day look like a Mstock kotak and ICICI direct trading apps,GENERAL_INQUIRY
Vemala Tauseef,2,2026-03-03 15:19:01,from Last 6 months ...this app get struck at expiry day trades .....after you took trade it will hang for a while ....too worst experience...for Scalping tooo worst experience,EXECUTION_SLIPPAGE
tapash das,2,2026-03-03 08:54:23,Yesterday the app was not working. Price movements stop . I got loss for this issues.,SYSTEM_STABILITY
Karthick B,2,2026-02-28 07:13:51,"still yesterday closed,high and low indicator not available. other platform so many features enable current update to day why you very slow 😞",CHARTING_UI_GLITCH
Vicky D,2,2026-02-28 01:10:51,App is good for Long term Investment. But not for Interest trades. Previous app version allowed users to get stoploss order execute easily. But now days I faced difficulties in triggering and not executing Stoplosses leading huge loss during F&O trades. Thinking to switch over other broker app.,EXECUTION_SLIPPAGE
Akshay Mahajan,2,2026-02-24 20:07:11,when will be TFC / scalper mode available on kite mobile? many newer platforms came after zerodha having this feature.,GENERAL_INQUIRY
Trilochan Kumar,2,2026-02-24 19:51:06,Please Add some important features like direct trade on the chart in mobile applications. TP SL direct place on chart. Mobile Applications required more features like other brokers.,GENERAL_INQUIRY
Rohit Wagh,2,2026-02-19 21:03:21,"hey there's a issue with changing the time frame cause sometimes it won't scroll up and to get it work again I have to stop the app and turn it on again 🙏I am not able to scroll up and down to change to time frame on the chart , it's really annoying when it urgent to check the chart on different time frame",CHARTING_UI_GLITCH
mostakin kaji,2,2026-02-16 14:35:19,too much chargers in the zerodha demate account so I gonna to be close this account 🙏,LEDGER_DISPUTE
Pravin Chavan,2,2026-02-13 20:08:01,"Mobile apps""A lot of changes are necessary for option trading; the option chain on the chart does not have an instant buy/sell button.""",CHARTING_UI_GLITCH
Maddy GPT,2,2026-02-11 09:07:58,kindly provide an option to disable the haptic touch vibration.,GENERAL_INQUIRY
Raja kumar,2,2026-02-05 14:24:47,"Poor Ui worst ui ever I seen,I tried to add SIP inside zerodha kite,It's like going for war.",EXECUTION_SLIPPAGE
nagamani Pinninti,2,2026-02-05 10:46:01,"I didn't get otp today to generate tpin,I try to get otp from morning.",LOGIN_AND_2FA_ISSUE
Ankush Khare,2,2026-02-05 08:53:50,The app has been performing bad since couple of weeks exactly after mobile authentication is provided. It doesn't login. The process has to be repeated 2 to 3 times to login before the account is actually logged in to get app code. please take a look at the authentication & login area.,LOGIN_AND_2FA_ISSUE
Prakash,2,2026-02-03 19:36:38,"worst app,whenever I get the good trade to sell it always shows error and glitch and am losing money 💰",EXECUTION_SLIPPAGE
Jabs K,2,2026-02-03 15:16:22,make buy sell option sliding better sea the upstock very beutiful and user friendly,GENERAL_INQUIRY
Raghu Veer,2,2026-02-03 14:45:36,server didn't respond & today market went up. booked loss instead of profits.,EXECUTION_SLIPPAGE
Shubham Sharma,2,2026-02-03 09:50:58,"i have been using this app since 2020. i have never faced any issues till dec 2025. Now I am tired with their services. App doesn't respond and reflect right data on time..📉 On 03 Feb 2026 in morning (9:15 to 9:30) Just because of the glitch in your platform, i have lost almost 60% of my profit. i was not able to place the order, but share price live update ho rahe the. time to close the account from your platform.",EXECUTION_SLIPPAGE
JITENDRA RAJPUT,2,2026-02-03 09:27:23,"update review - 03.02.2026 whenever good movement comes in the market like today. Holding/ positions tab not working. you can trap and can not book your profit or loss on time. very bad... old review - ""Nice app. If add drag and drop facility for revised sl or target. It will be very good._",CHARTING_UI_GLITCH
Sandip Karma,2,2026-02-03 05:13:50,"old UI is so better than latest UI, not able to understand the Options Chain. Fully copied from other Brokers, Kite's option chain makes it different but now same like others.",CHARTING_UI_GLITCH
partha banerjee,2,2026-02-02 00:11:36,required advance trading view chart.....and drag and draw system on the chart (stoploss and target)...... so many other broker provid this system......,CHARTING_UI_GLITCH
Rahul Kolan,2,2026-01-31 16:57:58,"compared with other broker platforms zerodha has very few features, they should think on Modify the app, introduce new integration and features. only advantage is UI is smooth, no lags and trusted broker.",GENERAL_INQUIRY
Umang Modi,2,2026-01-30 10:16:53,Intervals hang after some time use application. Resolve this bug asap.,CHARTING_UI_GLITCH
UN,2,2026-01-28 22:22:48,"(Mobile app user) After the new update, the time options have increased for candle ( secs, minutes, hours). due to this, I can't scroll down and select Day, week, month for candle time. Fix this issue ASAP",CHARTING_UI_GLITCH
Rohit Suryawanshi,2,2026-01-28 22:09:59,"for options please provide order ,sl,tp on charts. so that we can scalp on charts. and sl and target should in both point and price. since 4 to 5 year there is no update and new interface for us. very disappointed. if there is no update on that then we have no option to change broker. sorry zarodha . please give update",GENERAL_INQUIRY
Tushar Mungurdekar,2,2026-01-24 19:51:51,tools not working properly. after draw anything tools not deselected automatically. we need to select new tool from drawing tool list. everytime.,CHARTING_UI_GLITCH
Akshay Kaundal,2,2026-01-23 17:23:22,"Option Chain, Option was better before updation. It gives much clarity as compare the current. Please add that Button.",CHARTING_UI_GLITCH
Gopal Kabade,2,2026-01-23 10:07:15,Option Chain Disappeared. Charts taking time to open,CHARTING_UI_GLITCH
salim khan,2,2026-01-23 09:50:56,Lagta hai zerodha se kisi dusre app par switch karne ka time aa gaya hai kyun ki recent update mein jo option chain aaya hai vo sabse bekaar option chain hai isse best last waala tha,GENERAL_INQUIRY
Sachin Jadhav,2,2026-01-22 10:44:23,lots of lagging issues facing due to making losses lots of time,GENERAL_INQUIRY
Sanjay K6,2,2026-01-19 17:17:18,the app is getting worse day by day. instant withdrawal request is processed between 9am to 4pm and normal withdrawal takes more than 4 hrs which is not as per NEFT transaction. not sure what is going behind the scene in zerodha. you are loosing then mileage now.,LEDGER_DISPUTE
Amit Rai,2,2026-01-16 14:13:32,"need updates and decrease broking charges , Other broker app (dhan ,upstox for phone ) show trade horizontal line buy and sale and Stop loss line many more features available so update kite otherwise costomers all divert other broker",GENERAL_INQUIRY
Pandiyan,2,2026-01-16 13:28:14,please add 1. INSTANT EXIT FOR BULK QUANTITY 2. SAFE EXIT 3. DUAL CHART FACILITY WITH ORDER PLACE AND EXIT. THANK YOU.......,GENERAL_INQUIRY
Mathew M,2,2026-01-15 23:37:35,May I know when do you plan to include the GTT Stop loss trail? It was addressed in one of the community pages that your team will be working on it but it's been very long. Can you be transparent with the reason why it's taking too long? I will update my rating immediately once I get a response,GENERAL_INQUIRY
Paritosh Yadav,2,2026-01-15 17:51:11,why so much brokerage why it's too much pls thoda kam kre brokerage other wise I move to other platforms pls do something 🥹,GENERAL_INQUIRY
Himanshu vishwakarma,2,2026-01-05 21:20:24,"Much needed features are missing specially trade on chart , gtt order in commodity , trailing stop-loss and live P&L on chart . i don't why zerodha is not providing this features on mobile application ?",GENERAL_INQUIRY
Meenakshi S,2,2026-01-04 10:35:22,It should be very easy to see the date for when exactly an investment was made. I went through the entire app and still cound not find when the investment was made. This feature is a basic and a must have.,GENERAL_INQUIRY
Ashutosh Gadgil,2,2026-01-03 09:22:15,"pe is showing wrong in analytics section from last 2 weeks... its -284,708 which is impossible practically while next year forcast is +17%",CHARTING_UI_GLITCH
vaibhav,2,2026-01-01 11:20:26,there are no option in watchlist like add watchlist or group or discover...like options are available in website,CHARTING_UI_GLITCH
NILESH,2,2025-12-30 09:50:36,if you're struggling psychologically in trading then you should absolutely stop using this and remove it as broker. the platform is easy to access and hard to manage in terms of growing as a trader. the ui co.oels you to be ineffective.,GENERAL_INQUIRY
Shubham moonat,2,2025-12-26 19:45:14,GTT execution is very poor specially in index options where volumes are high. Multiple times price aane ke baad GTT trigger hota hai instead of first time.,EXECUTION_SLIPPAGE
Satyendra Kumar,2,2025-12-25 22:47:04,no option is available of kite when available it will be down,SYSTEM_STABILITY
Kaushal Rakesh,2,2025-12-23 11:34:19,"I have been using the app for the past 8 years. It was smooth earlier, but recently it has become really hard to trade. on market starting time it too slow and this time dificult to place any order. please resolve the issue.",SYSTEM_STABILITY
Ashok kumar Mandingi,2,2025-12-22 01:23:36,"Due to Zerodha i suffered many losses...After buying put or call ,when I set GTT for both target and stop loss ...it won't work properly..means most of the time it fails...after hitting stop loss the trade won't close automatically...it remains in open order and you have to cancel it first then you can close...why zerodha not fixing this problem...👎👎",EXECUTION_SLIPPAGE
Onnu,2,2025-12-19 15:18:30,"lagging while online market. when start using kite after latest update (not for older version ) the tools/indicator window option most of time unable to scrolling down & up. its working, every time i want to exit from app, then log in again. please check further. kindly solve it as soon as possible. i check it, more times. that issue confirmed. and candle sticks suddenly disappeared while go back frm kite if i want any,again i want to exit, and login again for visible candle sticks. 😭😭",CHARTING_UI_GLITCH
Chairman Maharaja,2,2025-12-17 22:07:08,"If see brokarage cost wise , ZERODHA is a good APP. but if see needable details wise ZERODHA is little worst.. many details missing in zerodha app, like market gainers and losers, and 1 day return, 1 week return, 6 months return, 1 year return. no investment ideas.. but kotak neo gives all details. zerodha must consider to give many deatails in your app like as kotak neo...",GENERAL_INQUIRY
Parthasaradhi Reddy,2,2025-12-16 10:56:25,the chart in this app are not so accurate they always have a lag and lot's of glitches happened to me apart from this i really love the interface,CHARTING_UI_GLITCH
Karuna Thakur,2,2025-12-15 20:44:21,not easy to login with username id no option to create user id,LOGIN_AND_2FA_ISSUE
Lalan Kumar,2,2025-12-15 17:30:11,"I opened an account a month ago. And the fraudster called today, even though I never shared this number. I think my number and details leaked",KYC_ONBOARDING_EFFICIENCY
Prabir Laha,2,2025-12-10 09:45:59,for now a days this is been difficult to use this app smoothly .,GENERAL_INQUIRY
Sandip pal,2,2025-12-08 12:27:30,"complicate app. not for beginners . took time for execution, time taken to approval etc . rather other app platform are very quick execution. easy sell buy , sl etc ..",EXECUTION_SLIPPAGE
umesha.k u,2,2025-12-08 09:06:27,plz update new app or users friendly. ur app is default to use,GENERAL_INQUIRY
